Loss,Context.TRAINING,None
0,2.321289300918579,1766821003452
0,50.92540740966797,1766821003985
0,62.256805419921875,1766821004397
0,47.77250289916992,1766821004722
0,54.03627014160156,1766821005062
0,27.914840698242188,1766821005414
0,31.914918899536133,1766821005743
0,15.87714958190918,1766821006117
0,11.002500534057617,1766821006501
0,9.71580696105957,1766821006833
0,8.16576862335205,1766821007153
0,5.833803176879883,1766821007510
0,5.280736446380615,1766821007842
0,4.339203834533691,1766821008196
0,4.294418811798096,1766821008549
0,4.498767852783203,1766821008897
0,3.90347957611084,1766821009238
0,3.0396623611450195,1766821009594
0,2.433265209197998,1766821009958
0,3.3112106323242188,1766821010294
0,2.3991332054138184,1766821010636
0,2.5541622638702393,1766821010996
0,2.5352015495300293,1766821011338
0,2.62504506111145,1766821011700
0,2.78353214263916,1766821012059
0,3.030585289001465,1766821012438
0,2.259117841720581,1766821012780
0,2.089740753173828,1766821013130
0,2.2590155601501465,1766821013477
0,2.159146785736084,1766821013830
0,1.9682447910308838,1766821014185
0,1.943766713142395,1766821014501
0,2.1767094135284424,1766821014838
0,1.9385740756988525,1766821015212
0,2.027850389480591,1766821015534
0,1.891526222229004,1766821015872
0,2.600949287414551,1766821016217
0,2.2072596549987793,1766821016560
0,1.994462251663208,1766821016920
0,2.426769971847534,1766821017272
0,2.0444836616516113,1766821017635
0,2.0636439323425293,1766821018035
0,2.0598249435424805,1766821018384
0,1.981255054473877,1766821018723
0,2.3432185649871826,1766821019063
0,1.9228253364562988,1766821019417
0,2.1268692016601562,1766821019769
0,1.9216779470443726,1766821020111
0,1.8016294240951538,1766821020435
0,1.6405889987945557,1766821020785
0,1.8992886543273926,1766821021124
0,1.9129146337509155,1766821021474
0,1.9867000579833984,1766821021808
0,1.8100848197937012,1766821022159
0,1.8901097774505615,1766821022534
0,1.9542016983032227,1766821022871
0,2.089226245880127,1766821023212
0,1.8851890563964844,1766821023614
0,1.622685432434082,1766821023980
0,1.925052523612976,1766821024311
0,1.651233196258545,1766821024647
0,2.1157705783843994,1766821025019
0,1.63234281539917,1766821025380
0,1.8702373504638672,1766821025719
0,1.760197401046753,1766821026070
0,1.7816588878631592,1766821026428
0,1.717590570449829,1766821026761
0,1.8663716316223145,1766821027092
0,1.5435168743133545,1766821027510
0,1.8164769411087036,1766821027901
0,1.6575706005096436,1766821028251
0,1.570569396018982,1766821028603
0,1.7084529399871826,1766821028930
0,1.538322925567627,1766821029289
0,1.5502852201461792,1766821029634
0,1.3285396099090576,1766821029991
0,1.3071743249893188,1766821030322
0,1.4909337759017944,1766821030652
0,1.451643705368042,1766821030981
0,1.4023334980010986,1766821031338
0,1.1870064735412598,1766821031685
0,1.5402166843414307,1766821032043
0,1.3980720043182373,1766821032393
0,1.0683927536010742,1766821032743
0,1.5868010520935059,1766821033089
0,1.654642105102539,1766821033436
0,1.3497507572174072,1766821033759
0,1.278090000152588,1766821034104
0,1.2094435691833496,1766821034450
0,1.2535028457641602,1766821034819
0,1.358450174331665,1766821035167
0,1.5799190998077393,1766821035494
0,1.1505112648010254,1766821035822
0,0.9049968719482422,1766821036219
0,1.1584967374801636,1766821036560
0,1.2728266716003418,1766821036906
0,1.0125274658203125,1766821037232
0,1.2970315217971802,1766821037557
0,1.3416633605957031,1766821037925
0,1.2042515277862549,1766821038280
0,1.1098228693008423,1766821038609
0,1.1535921096801758,1766821038946
0,0.9376214146614075,1766821039306
0,1.159304141998291,1766821039693
0,1.0433334112167358,1766821040068
0,1.1104226112365723,1766821040394
0,0.9469954967498779,1766821040715
0,1.1604442596435547,1766821041079
0,0.7937898635864258,1766821041458
0,1.1175165176391602,1766821041793
0,0.8913182020187378,1766821042187
0,1.050126314163208,1766821042547
0,1.0394532680511475,1766821042886
