gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766819946401
0,0.0,1766819946843
0,0.0,1766819947042
0,0.0,1766819947206
0,0.0,1766819947407
0,0.0,1766819947591
0,0.0,1766819947792
0,0.0,1766819947973
0,0.0,1766819948164
0,0.0,1766819948374
0,0.0,1766819948601
0,0.0,1766819948811
0,0.0,1766819949003
0,0.0,1766819949192
0,0.0,1766819949424
0,0.0,1766819949624
0,0.0,1766819949842
0,0.0,1766819950068
0,0.0,1766819950301
0,0.0,1766819950511
0,0.0,1766819950722
0,0.0,1766819950914
0,0.0,1766819951106
0,0.0,1766819951324
0,0.0,1766819951541
0,0.0,1766819951752
0,0.0,1766819951955
0,0.0,1766819952214
0,0.0,1766819952429
0,0.0,1766819952630
0,0.0,1766819952825
0,0.0,1766819953031
0,0.0,1766819953218
0,0.0,1766819953515
0,0.0,1766819953721
0,0.0,1766819953899
0,0.0,1766819954108
0,0.0,1766819954305
0,0.0,1766819954478
0,0.0,1766819954671
0,0.0,1766819954861
0,0.0,1766819955088
0,0.0,1766819955279
0,0.0,1766819955513
0,0.0,1766819955728
0,0.0,1766819955924
0,0.0,1766819956127
0,0.0,1766819956316
0,0.0,1766819956527
0,0.0,1766819956871
0,0.0,1766819957080
0,0.0,1766819957251
0,0.0,1766819957457
0,0.0,1766819957624
0,0.0,1766819957826
0,0.0,1766819958002
0,0.0,1766819958236
0,0.0,1766819958423
0,0.0,1766819958704
0,0.0,1766819958864
0,0.0,1766819959043
0,0.0,1766819959237
0,0.0,1766819959444
0,0.0,1766819959609
0,0.0,1766819959807
0,0.0,1766819960106
0,0.0,1766819960304
0,0.0,1766819960506
0,0.0,1766819960706
0,0.0,1766819960933
0,0.0,1766819961168
0,0.0,1766819961386
0,0.0,1766819961698
0,0.0,1766819961865
0,0.0,1766819962056
0,0.0,1766819962238
0,0.0,1766819962438
0,0.0,1766819962633
0,0.0,1766819962824
0,0.0,1766819963034
0,0.0,1766819963241
0,0.0,1766819963484
0,0.0,1766819963674
0,0.0,1766819963886
0,0.0,1766819964109
0,0.0,1766819964323
0,0.0,1766819964554
0,0.0,1766819964744
