gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766873253173
0,0.0,1766873255217
0,0.0,1766873256993
0,0.0,1766873259011
0,0.0,1766873260848
0,0.0,1766873262940
0,0.0,1766873264866
0,0.0,1766873266801
0,0.0,1766873268726
0,0.0,1766873270538
0,0.0,1766873272495
0,0.0,1766873274552
0,0.0,1766873276554
0,0.0,1766873278497
0,0.0,1766873280316
0,0.0,1766873282408
0,0.0,1766873284279
0,0.0,1766873286278
0,0.0,1766873288314
0,0.0,1766873290199
0,0.0,1766873292315
0,0.0,1766873294215
0,0.0,1766873295877
0,0.0,1766873298014
0,0.0,1766873300058
0,0.0,1766873302111
0,0.0,1766873303927
0,0.0,1766873305895
0,0.0,1766873307750
0,0.0,1766873309754
0,0.0,1766873311502
0,0.0,1766873313354
0,0.0,1766873315188
0,0.0,1766873317046
0,0.0,1766873318903
0,0.0,1766873320892
0,0.0,1766873322774
0,0.0,1766873324599
0,0.0,1766873326451
0,0.0,1766873328318
0,0.0,1766873330341
0,0.0,1766873332146
0,0.0,1766873334041
0,0.0,1766873335916
0,0.0,1766873337785
0,0.0,1766873339882
0,0.0,1766873341917
0,0.0,1766873343850
0,0.0,1766873345615
0,0.0,1766873347745
0,0.0,1766873349465
0,0.0,1766873351482
0,0.0,1766873353360
0,0.0,1766873355230
0,0.0,1766873357040
0,0.0,1766873358845
0,0.0,1766873360671
0,0.0,1766873362526
0,0.0,1766873364547
0,0.0,1766873366525
0,0.0,1766873368538
0,0.0,1766873370393
0,0.0,1766873372318
0,0.0,1766873374223
0,0.0,1766873376052
0,0.0,1766873377776
0,0.0,1766873379564
0,0.0,1766873381339
0,0.0,1766873383198
0,0.0,1766873385148
0,0.0,1766873386997
0,0.0,1766873388945
0,0.0,1766873390817
0,0.0,1766873392821
0,0.0,1766873394566
0,0.0,1766873396719
0,0.0,1766873398603
0,0.0,1766873400554
0,0.0,1766873402337
0,0.0,1766873404350
0,0.0,1766873406272
0,0.0,1766873408193
0,0.0,1766873410028
0,0.0,1766873412172
0,0.0,1766873414071
0,0.0,1766873415967
0,0.0,1766873417883
0,0.0,1766873419838
0,0.0,1766873421922
0,0.0,1766873423715
0,0.0,1766873425652
0,0.0,1766873427477
0,0.0,1766873429478
0,0.0,1766873431291
0,0.0,1766873433131
0,0.0,1766873434971
0,0.0,1766873437173
0,0.0,1766873438957
0,0.0,1766873440764
0,0.0,1766873442685
0,0.0,1766873444691
0,0.0,1766873446728
0,0.0,1766873448713
0,0.0,1766873450639
0,0.0,1766873452399
0,0.0,1766873454258
0,0.0,1766873455931
0,0.0,1766873457769
0,0.0,1766873459598
0,0.0,1766873461501
0,0.0,1766873463391
0,0.0,1766873465128
0,0.0,1766873467070
0,0.0,1766873468885
0,0.0,1766873470846
0,0.0,1766873472607
0,0.0,1766873474479
0,0.0,1766873475294
