Loss,Context.TRAINING,None
0,2.3417000770568848,1766517859122
0,59.47383117675781,1766517859966
0,67.12761688232422,1766517860734
0,64.44377136230469,1766517861661
0,57.15509796142578,1766517862534
0,32.0758171081543,1766517863337
0,18.489395141601562,1766517864316
0,13.408859252929688,1766517865074
0,7.928533554077148,1766517866110
0,6.734309196472168,1766517866780
0,5.531460762023926,1766517867798
0,5.249797344207764,1766517868543
0,3.849844217300415,1766517869492
0,3.989763021469116,1766517870333
0,3.9950246810913086,1766517871101
0,3.9346446990966797,1766517872146
0,3.757204532623291,1766517872794
0,3.1196279525756836,1766517873759
0,2.7959065437316895,1766517874526
0,2.6687183380126953,1766517875434
0,2.695545196533203,1766517876300
0,2.428496837615967,1766517877137
0,2.81050443649292,1766517878143
0,2.7709102630615234,1766517878978
0,2.7409090995788574,1766517879986
0,2.3114020824432373,1766517880664
0,2.7484967708587646,1766517881696
0,2.871987819671631,1766517882439
0,2.286606550216675,1766517883455
0,2.5983622074127197,1766517884295
0,2.712723970413208,1766517885115
0,2.148491859436035,1766517886086
0,2.266507387161255,1766517886849
0,2.532757043838501,1766517887772
0,2.224702835083008,1766517888496
0,2.057563304901123,1766517889546
0,2.007295608520508,1766517890386
0,2.101907730102539,1766517891352
0,1.914961338043213,1766517892195
0,1.914503812789917,1766517893015
0,2.239071846008301,1766517894028
0,2.146772861480713,1766517894789
0,1.9356842041015625,1766517895841
0,2.0754919052124023,1766517896549
0,1.9375145435333252,1766517897562
0,2.2889299392700195,1766517898300
0,2.0867106914520264,1766517899162
0,2.072722911834717,1766517900121
0,1.8081148862838745,1766517900960
0,2.1130423545837402,1766517902004
0,2.1687369346618652,1766517902758
0,2.009822368621826,1766517903817
0,1.715752124786377,1766517904541
0,1.805063247680664,1766517905593
0,1.7071977853775024,1766517906404
0,2.1420302391052246,1766517907308
0,1.7505723237991333,1766517908206
0,1.8112711906433105,1766517909004
0,1.8514375686645508,1766517910041
0,1.7589894533157349,1766517910767
0,1.5824317932128906,1766517911788
0,1.6763365268707275,1766517912481
0,1.5293363332748413,1766517913507
0,1.7415134906768799,1766517914287
0,1.7710447311401367,1766517915028
0,1.6748008728027344,1766517916032
0,1.8657619953155518,1766517916730
0,1.6505454778671265,1766517917764
0,1.6207304000854492,1766517918467
0,1.8574917316436768,1766517919390
0,1.8433828353881836,1766517920201
0,1.4725044965744019,1766517920992
0,1.663378357887268,1766517921997
0,2.116182565689087,1766517922766
0,1.5188860893249512,1766517923818
0,1.4903379678726196,1766517924512
0,1.6996731758117676,1766517925506
0,1.8295879364013672,1766517926312
0,1.4629826545715332,1766517927061
0,1.6032381057739258,1766517928081
0,1.7274916172027588,1766517928844
0,1.8230952024459839,1766517929928
0,1.5031300783157349,1766517930611
0,1.5392429828643799,1766517931623
0,1.492507815361023,1766517932418
0,1.3729426860809326,1766517933347
0,1.49587082862854,1766517934240
0,1.4832799434661865,1766517935027
0,1.3497824668884277,1766517936011
0,1.6524083614349365,1766517936679
0,1.0291566848754883,1766517937679
0,1.2715662717819214,1766517938449
0,1.1775343418121338,1766517939212
0,1.2426941394805908,1766517940145
0,1.2164164781570435,1766517940882
0,1.257032871246338,1766517941880
0,1.3854341506958008,1766517942630
0,1.0930848121643066,1766517943616
0,1.4663803577423096,1766517944401
0,1.266235113143921,1766517945238
0,1.3842206001281738,1766517946111
0,1.198215126991272,1766517946768
0,1.2465910911560059,1766517947799
0,1.438529372215271,1766517948537
0,1.3724572658538818,1766517949531
0,1.182449460029602,1766517950257
0,1.1874785423278809,1766517950990
0,1.166707158088684,1766517952061
0,1.4328930377960205,1766517952832
0,1.1085290908813477,1766517953826
0,1.2412468194961548,1766517954546
0,1.1369539499282837,1766517955524
0,1.0816874504089355,1766517956367
0,1.04330575466156,1766517957183
0,1.052287220954895,1766517958177
0,1.208503007888794,1766517958908
0,1.150144100189209,1766517959936
0,0.8300260305404663,1766517960618
0,0.8159283995628357,1766517961694
0,1.2642860412597656,1766517962423
0,1.1361558437347412,1766517963242
0,0.8921568393707275,1766517964258
0,1.3891534805297852,1766517965094
0,0.9580796957015991,1766517966120
0,1.1947622299194336,1766517966812
0,1.074526309967041,1766517967887
0,1.176206350326538,1766517968637
0,0.9515155553817749,1766517969565
0,0.8598207235336304,1766517970455
0,1.165666103363037,1766517971222
0,0.742918848991394,1766517972264
0,0.7123017311096191,1766517972966
0,1.1595194339752197,1766517974014
0,1.306232213973999,1766517974741
0,0.93208247423172,1766517975656
0,0.8092664480209351,1766517976510
0,1.2584779262542725,1766517977297
0,0.9358216524124146,1766517978306
0,0.9183089733123779,1766517978978
0,0.9639788269996643,1766517980003
0,0.8186246156692505,1766517980757
0,0.8520790338516235,1766517981598
0,1.062452793121338,1766517982521
0,1.0008753538131714,1766517983328
0,0.8417363166809082,1766517984360
0,0.7537062168121338,1766517985068
0,0.7730545401573181,1766517986136
0,0.9731869101524353,1766517986907
0,1.117747187614441,1766517988009
0,1.051851749420166,1766517988772
0,1.1483652591705322,1766517989645
0,0.8416178226470947,1766517990577
0,0.6576744318008423,1766517991308
0,1.0429068803787231,1766517992371
0,0.7327861785888672,1766517993046
0,0.8729956746101379,1766517994024
0,0.7947831153869629,1766517994808
0,0.7627333402633667,1766517995575
0,0.7830729484558105,1766517996590
0,0.6591360569000244,1766517997352
0,0.8097232580184937,1766517998440
0,1.2400338649749756,1766517999170
0,0.8872374296188354,1766518000075
0,0.8402445316314697,1766518000900
0,0.5770198106765747,1766518001745
0,0.6023083329200745,1766518002668
0,0.8568586111068726,1766518003356
0,0.960070013999939,1766518004424
0,0.7492073774337769,1766518005170
0,0.7752125263214111,1766518006128
0,0.46304160356521606,1766518006968
0,0.768132746219635,1766518007779
0,0.7311587929725647,1766518008829
0,1.2613611221313477,1766518009476
0,0.7021737098693848,1766518010518
0,0.37574902176856995,1766518011357
0,0.45168909430503845,1766518012214
0,0.7283734679222107,1766518013085
0,0.8692678213119507,1766518013870
0,0.5633068084716797,1766518014900
0,1.0979726314544678,1766518015585
0,1.1178110837936401,1766518016591
0,0.9238358736038208,1766518017324
0,0.8500667214393616,1766518018208
0,0.5710471272468567,1766518019102
0,0.7705082297325134,1766518019853
0,0.7532595992088318,1766518020900
0,0.6433520317077637,1766518021586
0,0.7495418787002563,1766518022539
0,0.4719090461730957,1766518023332
0,0.5531802177429199,1766518024075
0,0.639927864074707,1766518025084
0,0.6495753526687622,1766518025914
0,0.6466500759124756,1766518027041
0,0.7249608635902405,1766518027710
0,0.60626220703125,1766518028784
0,0.5326001644134521,1766518029559
0,0.8015601634979248,1766518030370
0,0.7292502522468567,1766518031418
0,0.757825493812561,1766518032161
0,0.6348733901977539,1766518033247
0,0.5387176275253296,1766518034007
0,0.46046629548072815,1766518035056
0,0.767710268497467,1766518035801
0,0.6399269104003906,1766518036727
0,0.6795728206634521,1766518037617
0,0.5744798183441162,1766518038343
0,0.8231335878372192,1766518039409
0,0.7703729271888733,1766518040128
0,0.9436428546905518,1766518041167
0,0.659774661064148,1766518041937
0,0.3124210834503174,1766518042741
0,0.6418144702911377,1766518043696
0,0.7906273007392883,1766518044488
0,0.5323359370231628,1766518045522
0,0.7176951169967651,1766518046251
0,0.7087123394012451,1766518047301
0,0.6625264883041382,1766518048052
0,0.3086570203304291,1766518049033
0,0.5614031553268433,1766518049845
0,0.9660532474517822,1766518050634
0,0.5763928294181824,1766518051704
0,0.7152329683303833,1766518052408
0,0.9354355931282043,1766518053479
0,0.4758051037788391,1766518054228
0,0.4471442699432373,1766518055122
0,0.43500933051109314,1766518055994
0,0.6903550624847412,1766518056763
0,0.2866515517234802,1766518057800
0,0.8168258666992188,1766518058480
0,0.48852434754371643,1766518059549
0,0.7549511194229126,1766518060323
0,0.4592128098011017,1766518061220
0,0.6028361320495605,1766518062100
0,0.5455502271652222,1766518062862
0,0.37310197949409485,1766518063863
0,0.4492207169532776,1766518064550
0,0.8103595972061157,1766518065607
0,1.0576092004776,1766518066361
0,0.667826771736145,1766518067187
0,0.761379599571228,1766518068154
0,0.6906924247741699,1766518068915
0,0.4529650807380676,1766518069963
0,0.3452800214290619,1766518070769
0,0.36464154720306396,1766518071829
0,0.69257652759552,1766518072567
0,0.4908865690231323,1766518073516
0,0.3920991122722626,1766518074325
0,0.5190064907073975,1766518075039
0,0.7718023061752319,1766518076124
0,0.8085352778434753,1766518076791
0,0.6728338599205017,1766518077826
0,0.6712635159492493,1766518078591
0,0.549142599105835,1766518079383
0,0.4746416211128235,1766518080399
0,0.6153686046600342,1766518081143
0,0.9957073330879211,1766518082189
0,0.6603269577026367,1766518082861
0,0.6691739559173584,1766518083978
0,0.46936866641044617,1766518084748
0,0.7916926145553589,1766518085639
0,0.6580272912979126,1766518086551
0,0.6179369688034058,1766518087253
