gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766569527876
0,0.0,1766569528616
0,0.0,1766569529335
0,0.0,1766569529989
0,0.0,1766569530756
0,0.0,1766569531445
0,0.0,1766569532158
0,0.0,1766569532911
0,0.0,1766569533628
0,0.0,1766569534383
0,0.0,1766569535146
0,0.0,1766569535866
0,0.0,1766569536463
0,0.0,1766569537281
0,0.0,1766569537971
0,0.0,1766569538782
0,0.0,1766569539425
0,0.0,1766569540127
0,0.0,1766569540812
0,0.0,1766569541534
0,0.0,1766569542301
0,0.0,1766569542920
0,0.0,1766569543669
0,0.0,1766569544335
0,0.0,1766569545086
0,0.0,1766569545769
0,0.0,1766569546420
0,0.0,1766569547034
0,0.0,1766569547783
0,0.0,1766569548538
0,0.0,1766569549239
0,0.0,1766569549968
0,0.0,1766569550784
0,0.0,1766569551478
0,0.0,1766569552108
0,0.0,1766569552896
0,0.0,1766569553599
0,0.0,1766569554305
0,0.0,1766569555033
0,0.0,1766569555694
0,0.0,1766569556411
0,0.0,1766569557140
0,0.0,1766569557941
0,0.0,1766569558545
0,0.0,1766569559308
0,0.0,1766569559960
0,0.0,1766569560679
0,0.0,1766569561489
0,0.0,1766569562214
0,0.0,1766569562896
0,0.0,1766569563604
0,0.0,1766569564330
0,0.0,1766569565084
0,0.0,1766569565888
0,0.0,1766569566649
0,0.0,1766569567346
0,0.0,1766569568063
0,0.0,1766569568850
0,0.0,1766569569528
0,0.0,1766569570279
0,0.0,1766569571023
0,0.0,1766569571749
0,0.0,1766569572399
0,0.0,1766569573176
0,0.0,1766569573866
0,0.0,1766569574559
0,0.0,1766569575227
0,0.0,1766569575953
0,0.0,1766569576674
0,0.0,1766569577300
0,0.0,1766569577980
0,0.0,1766569578646
0,0.0,1766569579296
0,0.0,1766569580068
0,0.0,1766569580747
0,0.0,1766569581550
0,0.0,1766569582267
0,0.0,1766569582944
0,0.0,1766569583609
0,0.0,1766569584304
0,0.0,1766569585052
0,0.0,1766569585699
0,0.0,1766569586417
0,0.0,1766569587160
0,0.0,1766569587885
0,0.0,1766569588551
0,0.0,1766569589439
0,0.0,1766569590044
0,0.0,1766569590826
0,0.0,1766569591561
0,0.0,1766569592207
0,0.0,1766569592899
0,0.0,1766569593675
0,0.0,1766569594380
0,0.0,1766569595074
0,0.0,1766569595794
0,0.0,1766569596527
0,0.0,1766569597280
0,0.0,1766569598013
0,0.0,1766569598735
0,0.0,1766569599413
0,0.0,1766569600173
0,0.0,1766569600867
0,0.0,1766569601566
0,0.0,1766569602382
0,0.0,1766569603121
0,0.0,1766569603738
0,0.0,1766569604452
0,0.0,1766569605149
0,0.0,1766569605839
0,0.0,1766569606646
0,0.0,1766569607370
0,0.0,1766569608126
0,0.0,1766569608861
0,0.0,1766569609578
0,0.0,1766569610226
0,0.0,1766569610951
0,0.0,1766569611594
0,0.0,1766569612212
0,0.0,1766569612879
0,0.0,1766569613578
0,0.0,1766569614211
0,0.0,1766569614887
0,0.0,1766569615655
0,0.0,1766569616289
0,0.0,1766569616981
0,0.0,1766569617792
0,0.0,1766569618405
0,0.0,1766569619073
0,0.0,1766569619853
0,0.0,1766569620553
0,0.0,1766569621198
0,0.0,1766569621915
0,0.0,1766569622684
0,0.0,1766569623407
0,0.0,1766569624114
0,0.0,1766569624824
0,0.0,1766569625512
0,0.0,1766569626204
0,0.0,1766569626961
0,0.0,1766569627754
0,0.0,1766569628428
0,0.0,1766569629064
0,0.0,1766569629825
0,0.0,1766569630503
0,0.0,1766569631162
0,0.0,1766569631867
0,0.0,1766569632624
0,0.0,1766569633259
0,0.0,1766569634036
0,0.0,1766569634748
0,0.0,1766569635447
0,0.0,1766569636155
0,0.0,1766569636968
0,0.0,1766569637719
0,0.0,1766569638504
0,0.0,1766569639257
0,0.0,1766569639948
0,0.0,1766569640681
0,0.0,1766569641415
0,0.0,1766569642131
0,0.0,1766569642886
0,0.0,1766569643625
0,0.0,1766569644245
0,0.0,1766569644962
0,0.0,1766569645624
0,0.0,1766569646243
0,0.0,1766569646918
0,0.0,1766569647532
0,0.0,1766569648226
0,0.0,1766569648886
0,0.0,1766569649544
0,0.0,1766569650264
0,0.0,1766569650900
0,0.0,1766569651588
0,0.0,1766569652253
0,0.0,1766569652923
0,0.0,1766569653665
0,0.0,1766569654295
0,0.0,1766569654989
0,0.0,1766569655733
0,0.0,1766569656411
0,0.0,1766569657178
0,0.0,1766569657866
0,0.0,1766569658464
0,0.0,1766569659130
0,0.0,1766569659740
0,0.0,1766569660468
0,0.0,1766569661154
0,0.0,1766569661765
0,0.0,1766569662460
0,0.0,1766569663064
0,0.0,1766569663763
0,0.0,1766569664628
0,0.0,1766569665295
0,0.0,1766569666129
0,0.0,1766569667080
0,0.0,1766569667820
0,0.0,1766569668545
