disk_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.4,1766705154728
0,0.4,1766705157495
0,0.4,1766705160302
0,0.4,1766705162959
0,0.4,1766705165669
0,0.4,1766705168281
0,0.4,1766705170910
0,0.4,1766705173609
0,0.4,1766705176296
0,0.4,1766705178972
0,0.4,1766705181537
0,0.4,1766705184064
0,0.4,1766705186505
0,0.4,1766705189162
0,0.4,1766705191722
0,0.4,1766705194351
0,0.4,1766705197040
0,0.4,1766705199688
0,0.4,1766705202232
0,0.4,1766705204833
0,0.4,1766705207221
0,0.4,1766705209742
0,0.4,1766705212149
0,0.4,1766705214494
0,0.4,1766705216937
0,0.4,1766705219351
0,0.4,1766705221934
0,0.4,1766705224516
0,0.4,1766705227120
0,0.4,1766705229823
0,0.4,1766705232543
0,0.4,1766705235184
0,0.4,1766705237877
0,0.4,1766705240592
0,0.4,1766705243351
0,0.4,1766705245917
0,0.4,1766705248544
0,0.4,1766705251245
0,0.4,1766705253856
0,0.4,1766705256499
0,0.4,1766705259099
0,0.4,1766705261763
0,0.4,1766705264175
0,0.4,1766705266733
0,0.4,1766705269282
0,0.4,1766705271769
0,0.4,1766705274188
0,0.4,1766705276841
0,0.4,1766705279481
0,0.4,1766705281982
0,0.4,1766705284662
0,0.4,1766705287344
0,0.4,1766705289994
0,0.4,1766705292663
0,0.4,1766705295338
0,0.4,1766705298015
0,0.4,1766705300687
0,0.4,1766705303338
0,0.4,1766705305716
0,0.4,1766705308384
0,0.4,1766705311035
0,0.4,1766705313752
0,0.4,1766705316423
0,0.4,1766705319083
0,0.4,1766705321775
0,0.4,1766705324438
0,0.4,1766705327113
0,0.4,1766705329794
0,0.4,1766705332324
0,0.4,1766705335002
0,0.4,1766705337686
0,0.4,1766705340037
0,0.4,1766705342695
0,0.4,1766705345448
0,0.4,1766705348141
0,0.4,1766705350797
0,0.4,1766705353446
0,0.4,1766705356142
0,0.4,1766705358857
0,0.4,1766705361508
0,0.4,1766705364136
0,0.4,1766705366792
0,0.4,1766705369455
0,0.4,1766705371985
0,0.4,1766705374550
0,0.4,1766705377325
0,0.4,1766705379993
0,0.4,1766705382701
0,0.4,1766705385191
0,0.4,1766705387894
0,0.4,1766705390464
0,0.4,1766705393160
0,0.4,1766705395906
0,0.4,1766705398608
0,0.4,1766705401317
0,0.4,1766705404005
0,0.4,1766705406649
0,0.4,1766705409314
0,0.4,1766705412015
0,0.4,1766705414715
0,0.4,1766705417458
0,0.4,1766705420058
0,0.4,1766705422658
0,0.4,1766705425195
0,0.4,1766705427885
0,0.4,1766705430572
0,0.4,1766705433127
0,0.4,1766705435814
0,0.4,1766705438497
0,0.4,1766705441171
0,0.4,1766705443877
0,0.4,1766705446533
0,0.4,1766705449182
0,0.4,1766705451869
0,0.4,1766705454580
0,0.4,1766705457229
0,0.4,1766705459937
0,0.4,1766705462649
0,0.4,1766705465140
0,0.4,1766705467837
0,0.4,1766705470494
0,0.4,1766705473121
0,0.4,1766705475813
0,0.4,1766705478512
0,0.4,1766705481190
0,0.4,1766705483840
0,0.4,1766705486539
0,0.4,1766705489243
0,0.4,1766705491673
0,0.4,1766705494306
0,0.4,1766705496730
