Loss,Context.TRAINING,None
0,2.337876319885254,1766705155887
0,181.8843536376953,1766705158577
0,196.9237060546875,1766705161422
0,285.9814758300781,1766705164137
0,397.79681396484375,1766705166757
0,189.3102569580078,1766705169385
0,117.85590362548828,1766705172081
0,58.92604446411133,1766705174760
0,40.338706970214844,1766705177431
0,28.52084732055664,1766705180006
0,26.973726272583008,1766705182525
0,24.655132293701172,1766705184965
0,19.71019744873047,1766705187622
0,14.493209838867188,1766705190184
0,11.639396667480469,1766705192811
0,11.097570419311523,1766705195497
0,8.504891395568848,1766705198151
0,8.147758483886719,1766705200688
0,6.448983192443848,1766705203282
0,6.474309921264648,1766705205677
0,6.152706146240234,1766705208197
0,6.282268524169922,1766705210601
0,3.3819031715393066,1766705212945
0,4.671431541442871,1766705215381
0,3.1034367084503174,1766705217805
0,3.2723076343536377,1766705220388
0,3.0332701206207275,1766705222966
0,3.176992893218994,1766705225571
0,3.585947275161743,1766705228270
0,4.305301666259766,1766705230996
0,2.823776960372925,1766705233637
0,2.7699480056762695,1766705236331
0,2.916588068008423,1766705239045
0,2.898815870285034,1766705241802
0,2.540745973587036,1766705244366
0,2.775360345840454,1766705246992
0,2.666733741760254,1766705249687
0,2.3164021968841553,1766705252297
0,2.5538792610168457,1766705254945
0,2.2645492553710938,1766705257545
0,2.5079660415649414,1766705260206
0,2.265368938446045,1766705262617
0,2.7111690044403076,1766705265175
0,2.021531581878662,1766705267722
0,2.270561456680298,1766705270214
0,2.751241445541382,1766705272625
0,3.267457962036133,1766705275273
0,2.1510705947875977,1766705277914
0,2.619256019592285,1766705280425
0,2.442918062210083,1766705283096
0,2.3056704998016357,1766705285773
0,2.505215644836426,1766705288427
0,2.701916456222534,1766705291095
0,2.5538716316223145,1766705293767
0,2.4003825187683105,1766705296442
0,2.371367931365967,1766705299121
0,2.4847359657287598,1766705301770
0,2.1273183822631836,1766705304147
0,2.4165971279144287,1766705306815
0,2.0777063369750977,1766705309467
0,2.1099650859832764,1766705312188
0,2.305555820465088,1766705314856
0,2.382554292678833,1766705317512
0,2.135680913925171,1766705320205
0,2.2400732040405273,1766705322864
0,2.447727680206299,1766705325540
0,2.329134464263916,1766705328219
0,2.2658262252807617,1766705330754
0,2.1412572860717773,1766705333425
0,2.3303771018981934,1766705336112
0,2.3531746864318848,1766705338469
0,2.6427581310272217,1766705341107
0,2.1332614421844482,1766705343859
0,2.1947784423828125,1766705346569
0,2.201888084411621,1766705349220
0,2.125911235809326,1766705351867
0,2.2277426719665527,1766705354553
0,1.9844083786010742,1766705357268
0,2.400448799133301,1766705359924
0,2.2167117595672607,1766705362550
0,2.1016592979431152,1766705365212
0,2.147310733795166,1766705367878
0,2.009401798248291,1766705370417
0,2.143552780151367,1766705372971
0,2.1994948387145996,1766705375751
0,2.231016159057617,1766705378411
0,2.0390520095825195,1766705381112
0,2.2119479179382324,1766705383626
