gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766494755586
0,0.0,1766494756234
0,0.0,1766494756768
0,0.0,1766494757313
0,0.0,1766494757860
0,0.0,1766494758417
0,0.0,1766494758930
0,0.0,1766494759476
0,0.0,1766494760058
0,0.0,1766494760622
0,0.0,1766494761323
0,0.0,1766494761963
0,0.0,1766494762660
0,0.0,1766494763365
0,0.0,1766494764048
0,0.0,1766494764857
0,0.0,1766494765516
0,0.0,1766494766370
0,0.0,1766494767248
0,0.0,1766494767989
0,0.0,1766494769030
0,0.0,1766494769724
0,0.0,1766494770701
0,0.0,1766494771474
0,0.0,1766494772256
0,0.0,1766494773224
0,0.0,1766494773936
0,0.0,1766494774856
0,0.0,1766494775607
0,0.0,1766494776434
0,0.0,1766494777357
0,0.0,1766494777954
0,0.0,1766494778938
0,0.0,1766494779606
0,0.0,1766494780339
0,0.0,1766494781288
0,0.0,1766494781931
0,0.0,1766494782916
0,0.0,1766494783606
0,0.0,1766494784385
0,0.0,1766494785368
0,0.0,1766494785979
0,0.0,1766494786977
0,0.0,1766494787725
0,0.0,1766494788596
0,0.0,1766494789457
0,0.0,1766494790163
0,0.0,1766494791185
0,0.0,1766494791847
0,0.0,1766494792818
0,0.0,1766494793603
0,0.0,1766494794410
0,0.0,1766494795336
0,0.0,1766494796061
0,0.0,1766494797099
0,0.0,1766494797771
0,0.0,1766494798668
0,0.0,1766494799528
0,0.0,1766494800197
0,0.0,1766494801179
0,0.0,1766494801844
0,0.0,1766494802813
0,0.0,1766494803548
0,0.0,1766494804241
