Loss,Context.TRAINING,None
0,2.3348755836486816,1766494877304
0,15.658445358276367,1766494877985
0,14.525564193725586,1766494878757
0,17.56000518798828,1766494879219
0,14.091936111450195,1766494879805
0,13.112651824951172,1766494880546
0,8.636281967163086,1766494881027
0,6.812612533569336,1766494881511
0,3.893632650375366,1766494882360
0,3.380786895751953,1766494882864
0,2.5488169193267822,1766494883383
0,2.7911863327026367,1766494884128
0,2.5247247219085693,1766494884679
0,2.5170106887817383,1766494885231
0,2.265932321548462,1766494885948
0,2.5143513679504395,1766494886514
0,2.1510262489318848,1766494887110
0,2.1646785736083984,1766494887779
0,2.3857874870300293,1766494888407
0,2.1434755325317383,1766494888961
0,1.8637720346450806,1766494889627
0,2.0759243965148926,1766494890155
0,2.1358675956726074,1766494890628
0,2.006314754486084,1766494891210
0,1.907858967781067,1766494891766
0,1.9526126384735107,1766494892286
0,1.8340905904769897,1766494892751
0,2.004209041595459,1766494893377
0,1.925264835357666,1766494893832
0,1.7812750339508057,1766494894276
0,1.8287043571472168,1766494894884
0,1.7262284755706787,1766494895456
0,1.5416259765625,1766494895880
0,1.676579475402832,1766494896378
0,1.391935110092163,1766494896984
0,1.8055908679962158,1766494897478
0,1.4782565832138062,1766494897923
0,1.5293843746185303,1766494898446
0,1.336965799331665,1766494899078
0,1.3224519491195679,1766494899531
0,1.2207205295562744,1766494899974
0,1.1246201992034912,1766494900564
0,1.1408926248550415,1766494901096
0,1.2192978858947754,1766494901540
0,1.1026828289031982,1766494902059
0,1.1305112838745117,1766494902685
0,1.0348864793777466,1766494903163
0,1.0822889804840088,1766494903627
0,1.350006103515625,1766494904223
0,0.9799821376800537,1766494904767
0,1.0632091760635376,1766494905195
0,0.8880556225776672,1766494905703
0,0.9819372892379761,1766494906337
0,1.147756576538086,1766494906812
0,0.9556020498275757,1766494907298
0,1.1759004592895508,1766494907906
0,0.8002606630325317,1766494908442
0,0.8232247829437256,1766494908910
0,0.6759814023971558,1766494909401
0,0.7532361149787903,1766494910005
0,0.7830097675323486,1766494910497
0,0.8648260831832886,1766494910959
0,0.7626475095748901,1766494911579
0,0.9780592918395996,1766494912080
1,0.7391842603683472,1766494912583
1,0.9380298852920532,1766494913126
1,0.7205839157104492,1766494913733
1,0.5822151899337769,1766494914207
1,0.6043634414672852,1766494914703
1,0.551367998123169,1766494915311
1,0.7575857639312744,1766494915788
1,0.7640596628189087,1766494916278
1,0.5950695276260376,1766494916816
1,0.3611448109149933,1766494917457
1,0.517306923866272,1766494917889
1,0.6871185302734375,1766494918385
1,0.6639130115509033,1766494919031
1,0.7206429243087769,1766494919522
1,0.5601457953453064,1766494919976
1,0.680741548538208,1766494920598
1,0.4479158818721771,1766494921181
1,0.4832487404346466,1766494921613
1,0.49391019344329834,1766494922121
1,0.6893582344055176,1766494922751
1,0.5137999057769775,1766494923208
1,0.8132696747779846,1766494923660
1,0.5166409015655518,1766494924209
1,0.4979035258293152,1766494924857
1,0.46054238080978394,1766494925346
1,0.5703546404838562,1766494925886
1,0.4169701337814331,1766494926597
1,0.380281925201416,1766494927081
1,0.5503419637680054,1766494927581
1,0.5241714715957642,1766494928218
1,0.5004181265830994,1766494929144
1,0.47651273012161255,1766494929606
1,0.6265614628791809,1766494930253
1,0.6723409295082092,1766494930661
1,0.2923276424407959,1766494931240
1,0.5091159343719482,1766494931912
1,0.3724832534790039,1766494932437
1,0.5947889089584351,1766494932959
1,0.5352001786231995,1766494933656
1,0.5929718017578125,1766494934238
1,0.6830997467041016,1766494934781
1,0.4574396312236786,1766494935465
1,0.8114980459213257,1766494936155
1,0.5321114659309387,1766494936835
1,0.3448551297187805,1766494937703
1,0.4020969569683075,1766494938316
1,0.508413553237915,1766494938977
1,0.3651723265647888,1766494939812
1,0.379820853471756,1766494940362
1,0.6143001317977905,1766494941074
1,0.4200248122215271,1766494941870
1,0.6478216648101807,1766494942440
1,0.3808446228504181,1766494943285
1,0.4246288537979126,1766494943978
1,0.43375176191329956,1766494944569
1,0.2929234802722931,1766494945486
1,0.5414775013923645,1766494946172
1,0.24808312952518463,1766494946910
1,0.643926739692688,1766494947781
1,0.17369458079338074,1766494948369
1,0.802291750907898,1766494949268
1,0.44763344526290894,1766494949968
1,0.473615825176239,1766494950623
1,0.3073787987232208,1766494951562
2,0.3042818009853363,1766494952115
2,0.30847370624542236,1766494952865
2,0.3830430507659912,1766494953670
2,0.5047138929367065,1766494954237
2,0.5447202920913696,1766494955110
2,0.5465497970581055,1766494955775
2,0.32652729749679565,1766494956337
2,0.24723444879055023,1766494957258
2,0.4313465654850006,1766494957877
2,0.6030669808387756,1766494958546
2,0.4648883044719696,1766494959495
2,0.3252597451210022,1766494960072
2,0.3350781798362732,1766494960931
2,0.43614041805267334,1766494961642
2,0.30705440044403076,1766494962278
2,0.24110233783721924,1766494963246
2,0.29635319113731384,1766494963854
2,0.3092977702617645,1766494964577
2,0.4855806231498718,1766494965405
2,0.5813020467758179,1766494965944
2,0.39952462911605835,1766494966805
2,0.3350750803947449,1766494967546
2,0.4827539920806885,1766494968175
2,0.34903591871261597,1766494969074
2,0.2191394865512848,1766494969691
2,0.28355157375335693,1766494970400
2,0.24409687519073486,1766494971251
2,0.23270386457443237,1766494971860
2,0.14112094044685364,1766494972699
2,0.24860936403274536,1766494973450
2,0.18637950718402863,1766494974123
2,0.5194770097732544,1766494975083
2,0.4024978280067444,1766494975699
2,0.4394380450248718,1766494976421
2,0.5092200636863708,1766494977202
2,0.22086501121520996,1766494977732
2,0.2931225895881653,1766494978609
2,0.15732969343662262,1766494979340
2,0.5661160945892334,1766494980006
2,0.26142606139183044,1766494980967
2,0.1543351113796234,1766494981571
2,0.3959924280643463,1766494982279
2,0.5498855113983154,1766494983160
2,0.4965394139289856,1766494983751
2,0.35926729440689087,1766494984683
2,0.5718241930007935,1766494985362
2,0.33245372772216797,1766494986127
2,0.7258235216140747,1766494986985
2,0.2732105851173401,1766494987593
2,0.3644951581954956,1766494988532
2,0.41606876254081726,1766494989325
2,0.30178773403167725,1766494989938
2,0.3554719090461731,1766494990811
2,0.42048758268356323,1766494991427
2,0.34522557258605957,1766494992364
2,0.28034865856170654,1766494993112
2,0.41653481125831604,1766494993919
2,0.3224690556526184,1766494994853
2,0.26529642939567566,1766494995497
2,0.2739233374595642,1766494996430
2,0.1839706301689148,1766494997179
2,0.2545374631881714,1766494997928
2,0.20906704664230347,1766494998928
2,0.256523460149765,1766494999624
3,0.4396652281284332,1766495000532
3,0.13247835636138916,1766495001299
3,0.24498310685157776,1766495002048
3,0.19779685139656067,1766495002991
3,0.29291751980781555,1766495003640
3,0.35952967405319214,1766495004581
3,0.18369120359420776,1766495005282
3,0.47891145944595337,1766495006063
3,0.291382759809494,1766495006935
3,0.3423258662223816,1766495007615
3,0.46125152707099915,1766495008557
3,0.4053645133972168,1766495009348
3,0.513739287853241,1766495010089
3,0.1632951945066452,1766495011011
3,0.3293917775154114,1766495011708
3,0.2832234501838684,1766495012711
3,0.36164939403533936,1766495013359
3,0.14174845814704895,1766495014100
3,0.2470574527978897,1766495015006
3,0.347273588180542,1766495015603
3,0.31731605529785156,1766495016539
3,0.2701427936553955,1766495017343
3,0.3544617295265198,1766495018037
3,0.1767304241657257,1766495019035
3,0.556890606880188,1766495019699
3,0.3569079637527466,1766495020542
3,0.22893288731575012,1766495021408
3,0.36625534296035767,1766495022086
3,0.25683242082595825,1766495023049
3,0.525667130947113,1766495023772
3,0.6074250340461731,1766495024696
3,0.20294292271137238,1766495025580
3,0.5409136414527893,1766495026285
3,0.2967154383659363,1766495027214
3,0.397676557302475,1766495027925
3,0.22711697220802307,1766495028815
3,0.7065547704696655,1766495029695
3,0.3752797842025757,1766495030335
3,0.1358635276556015,1766495031288
3,0.6050646901130676,1766495031939
3,0.33434993028640747,1766495032858
3,0.1552225649356842,1766495033677
3,0.1572205275297165,1766495034331
3,0.4397731125354767,1766495035343
3,0.3197866976261139,1766495036020
3,0.3300401568412781,1766495036924
3,0.26178598403930664,1766495037723
3,0.5938602685928345,1766495038376
3,0.36103004217147827,1766495039373
3,0.18201503157615662,1766495040060
3,0.362048864364624,1766495040860
3,0.16944777965545654,1766495041799
3,0.20903737843036652,1766495042445
3,0.27342283725738525,1766495043422
3,0.257201224565506,1766495044153
3,0.27611231803894043,1766495044996
3,0.4006202220916748,1766495045936
3,0.18439073860645294,1766495046705
3,0.23075468838214874,1766495047740
3,0.17960570752620697,1766495048367
3,0.3448261022567749,1766495049138
3,0.130618155002594,1766495050046
3,0.3902873396873474,1766495050708
3,0.19598188996315002,1766495051682
4,0.23299959301948547,1766495052377
4,0.24747371673583984,1766495053173
4,0.40224817395210266,1766495054066
4,0.3438851237297058,1766495054682
4,0.4145503342151642,1766495055694
4,0.39059460163116455,1766495056388
4,0.2499990165233612,1766495057057
4,0.2129150629043579,1766495058080
4,0.21563751995563507,1766495058746
4,0.2767121493816376,1766495059801
4,0.20021718740463257,1766495060527
4,0.37845316529273987,1766495061404
4,0.2098962366580963,1766495062277
4,0.25446897745132446,1766495062957
4,0.46403419971466064,1766495063974
4,0.3768995702266693,1766495064662
4,0.33273500204086304,1766495065433
4,0.4066867232322693,1766495066333
4,0.16537567973136902,1766495067012
4,0.15009823441505432,1766495068017
4,0.16964000463485718,1766495068691
4,0.22509267926216125,1766495069390
4,0.298508882522583,1766495070414
4,0.1404370665550232,1766495071104
