gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766875863860
0,0.0,1766875864386
0,0.0,1766875864822
0,0.0,1766875865240
0,0.0,1766875865727
0,0.0,1766875866155
0,0.0,1766875866599
0,0.0,1766875867023
0,0.0,1766875867473
0,0.0,1766875867894
0,0.0,1766875868352
0,0.0,1766875868779
0,0.0,1766875869252
0,0.0,1766875869697
0,0.0,1766875870137
0,0.0,1766875870559
0,0.0,1766875871014
0,0.0,1766875871486
0,0.0,1766875871934
0,0.0,1766875872370
0,0.0,1766875872814
0,0.0,1766875873240
0,0.0,1766875873696
0,0.0,1766875874127
0,0.0,1766875874563
0,0.0,1766875874992
0,0.0,1766875875428
0,0.0,1766875875872
0,0.0,1766875876302
0,0.0,1766875876777
0,0.0,1766875877210
0,0.0,1766875877653
0,0.0,1766875878096
0,0.0,1766875878588
0,0.0,1766875879056
0,0.0,1766875879492
0,0.0,1766875879943
0,0.0,1766875880376
0,0.0,1766875880816
0,0.0,1766875881264
0,0.0,1766875881689
0,0.0,1766875882127
0,0.0,1766875882584
0,0.0,1766875883106
0,0.0,1766875883546
0,0.0,1766875883985
0,0.0,1766875884416
0,0.0,1766875884863
0,0.0,1766875885295
0,0.0,1766875885733
0,0.0,1766875886158
0,0.0,1766875886582
0,0.0,1766875887029
0,0.0,1766875887472
0,0.0,1766875887903
0,0.0,1766875888329
0,0.0,1766875888906
0,0.0,1766875889362
0,0.0,1766875889788
0,0.0,1766875890229
0,0.0,1766875890687
0,0.0,1766875891128
0,0.0,1766875891580
0,0.0,1766875892031
0,0.0,1766875892468
0,0.0,1766875892913
0,0.0,1766875893345
0,0.0,1766875893896
0,0.0,1766875894343
0,0.0,1766875894774
0,0.0,1766875895202
0,0.0,1766875895637
0,0.0,1766875896089
0,0.0,1766875896517
0,0.0,1766875896969
0,0.0,1766875897401
0,0.0,1766875897839
0,0.0,1766875898329
0,0.0,1766875898779
0,0.0,1766875899209
0,0.0,1766875899652
0,0.0,1766875900070
0,0.0,1766875900505
0,0.0,1766875900921
0,0.0,1766875901358
0,0.0,1766875901809
0,0.0,1766875902241
0,0.0,1766875902690
0,0.0,1766875903144
0,0.0,1766875903635
0,0.0,1766875904127
0,0.0,1766875904576
0,0.0,1766875905011
0,0.0,1766875905442
0,0.0,1766875905884
0,0.0,1766875906300
0,0.0,1766875906738
0,0.0,1766875907172
0,0.0,1766875907621
0,0.0,1766875908048
0,0.0,1766875908498
0,0.0,1766875908913
0,0.0,1766875909342
0,0.0,1766875909771
0,0.0,1766875910214
0,0.0,1766875910653
0,0.0,1766875911095
0,0.0,1766875911535
0,0.0,1766875911964
0,0.0,1766875912402
0,0.0,1766875912826
0,0.0,1766875913253
0,0.0,1766875913682
0,0.0,1766875914128
0,0.0,1766875914618
0,0.0,1766875915119
0,0.0,1766875915672
0,0.0,1766875916260
0,0.0,1766875916702
0,0.0,1766875917122
0,0.0,1766875917556
0,0.0,1766875918054
0,0.0,1766875918497
0,0.0,1766875918931
0,0.0,1766875919366
0,0.0,1766875919797
0,0.0,1766875920229
0,0.0,1766875920686
0,0.0,1766875921110
0,0.0,1766875921553
0,0.0,1766875921998
0,0.0,1766875922477
0,0.0,1766875922900
0,0.0,1766875923342
0,0.0,1766875923865
0,0.0,1766875924316
0,0.0,1766875924762
0,0.0,1766875925193
0,0.0,1766875925638
0,0.0,1766875926089
0,0.0,1766875926556
0,0.0,1766875927067
0,0.0,1766875927638
0,0.0,1766875928079
0,0.0,1766875928500
0,0.0,1766875928937
0,0.0,1766875929509
0,0.0,1766875929931
0,0.0,1766875930401
0,0.0,1766875930817
0,0.0,1766875931259
0,0.0,1766875931748
0,0.0,1766875932197
0,0.0,1766875932647
0,0.0,1766875933126
0,0.0,1766875933571
0,0.0,1766875934006
0,0.0,1766875934432
0,0.0,1766875934872
0,0.0,1766875935309
0,0.0,1766875935760
0,0.0,1766875936192
0,0.0,1766875936630
0,0.0,1766875937062
0,0.0,1766875937496
0,0.0,1766875937953
0,0.0,1766875938384
0,0.0,1766875938834
0,0.0,1766875939261
0,0.0,1766875939711
0,0.0,1766875940161
0,0.0,1766875940591
0,0.0,1766875941036
0,0.0,1766875941495
0,0.0,1766875941930
0,0.0,1766875942357
0,0.0,1766875942806
0,0.0,1766875943251
0,0.0,1766875943683
0,0.0,1766875944150
0,0.0,1766875944655
0,0.0,1766875945092
0,0.0,1766875945511
0,0.0,1766875945948
0,0.0,1766875946369
0,0.0,1766875946818
0,0.0,1766875947291
0,0.0,1766875947733
0,0.0,1766875948149
0,0.0,1766875948584
0,0.0,1766875949072
0,0.0,1766875949516
0,0.0,1766875950082
0,0.0,1766875950538
0,0.0,1766875950980
0,0.0,1766875951413
0,0.0,1766875951851
0,0.0,1766875952272
0,0.0,1766875952710
0,0.0,1766875953140
0,0.0,1766875953583
0,0.0,1766875954025
0,0.0,1766875954458
0,0.0,1766875954893
0,0.0,1766875955337
0,0.0,1766875955769
0,0.0,1766875956234
0,0.0,1766875956665
0,0.0,1766875957076
0,0.0,1766875957509
0,0.0,1766875957946
0,0.0,1766875958392
0,0.0,1766875958827
0,0.0,1766875959268
0,0.0,1766875959702
0,0.0,1766875960140
0,0.0,1766875960579
0,0.0,1766875961112
0,0.0,1766875961550
0,0.0,1766875961991
0,0.0,1766875962418
0,0.0,1766875962847
0,0.0,1766875963275
0,0.0,1766875963699
0,0.0,1766875964137
0,0.0,1766875964565
0,0.0,1766875965010
0,0.0,1766875965460
0,0.0,1766875965908
0,0.0,1766875966341
0,0.0,1766875966774
0,0.0,1766875967194
0,0.0,1766875967630
0,0.0,1766875968050
0,0.0,1766875968307
