gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766737485021
0,0.0,1766737490225
0,0.0,1766737495254
0,0.0,1766737500926
0,0.0,1766737506618
0,0.0,1766737512306
0,0.0,1766737518005
0,0.0,1766737523693
0,0.0,1766737529400
0,0.0,1766737535107
0,0.0,1766737540828
0,0.0,1766737546549
0,0.0,1766737552288
0,0.0,1766737558024
0,0.0,1766737563759
0,0.0,1766737569509
0,0.0,1766737575258
0,0.0,1766737581012
0,0.0,1766737586771
0,0.0,1766737592521
0,0.0,1766737598276
0,0.0,1766737604032
0,0.0,1766737609804
0,0.0,1766737615561
0,0.0,1766737621336
0,0.0,1766737627110
0,0.0,1766737632865
0,0.0,1766737638628
0,0.0,1766737644400
0,0.0,1766737650172
0,0.0,1766737655921
0,0.0,1766737661688
0,0.0,1766737667451
0,0.0,1766737673227
0,0.0,1766737678977
0,0.0,1766737684752
0,0.0,1766737690534
0,0.0,1766737696292
0,0.0,1766737702049
0,0.0,1766737707830
0,0.0,1766737713595
0,0.0,1766737719359
0,0.0,1766737725134
0,0.0,1766737730903
0,0.0,1766737736656
0,0.0,1766737742423
0,0.0,1766737748182
0,0.0,1766737753950
0,0.0,1766737759738
0,0.0,1766737765515
0,0.0,1766737771284
0,0.0,1766737777074
0,0.0,1766737782832
0,0.0,1766737788595
0,0.0,1766737794358
0,0.0,1766737800128
0,0.0,1766737805891
0,0.0,1766737811668
0,0.0,1766737817445
0,0.0,1766737823209
0,0.0,1766737828983
0,0.0,1766737834755
0,0.0,1766737840541
0,0.0,1766737846333
