gpu_memory_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.666235146402311,1766745599879
0,0.5715537109375,1766745600090
0,0.513987150123651,1766745600236
0,0.513987150123651,1766745600391
0,0.513987150123651,1766745600535
0,0.513987150123651,1766745600660
0,0.513987150123651,1766745600795
0,0.513987150123651,1766745600919
0,0.513987150123651,1766745601056
0,0.513987150123651,1766745601199
0,0.513987150123651,1766745601344
0,0.513987150123651,1766745601503
0,0.513987150123651,1766745601655
0,0.513987150123651,1766745601790
0,0.513987150123651,1766745601931
0,0.513987150123651,1766745602067
0,0.513987150123651,1766745602207
0,0.513987150123651,1766745602347
0,0.513987150123651,1766745602486
0,0.513987150123651,1766745602622
0,0.513987150123651,1766745602765
0,0.513987150123651,1766745602908
0,0.513987150123651,1766745603050
0,0.513987150123651,1766745603192
0,0.513987150123651,1766745603326
0,0.513987150123651,1766745603456
0,0.513987150123651,1766745603594
0,0.513987150123651,1766745603725
0,0.513987150123651,1766745603856
0,0.513987150123651,1766745603989
0,0.513987150123651,1766745604121
0,0.513987150123651,1766745604252
0,0.513987150123651,1766745604380
0,0.513987150123651,1766745604505
0,0.513987150123651,1766745604633
0,0.513987150123651,1766745604764
0,0.513987150123651,1766745604896
0,0.513987150123651,1766745605023
0,0.513987150123651,1766745605155
0,0.513987150123651,1766745605281
0,0.513987150123651,1766745605408
0,0.513987150123651,1766745605540
0,0.513987150123651,1766745605664
0,0.513987150123651,1766745605798
0,0.513987150123651,1766745605941
0,0.513987150123651,1766745606085
0,0.513987150123651,1766745606230
0,0.513987150123651,1766745606361
0,0.513987150123651,1766745606491
0,0.513987150123651,1766745606622
0,0.513987150123651,1766745606751
0,0.513987150123651,1766745606880
0,0.513987150123651,1766745607024
0,0.513987150123651,1766745607168
0,0.513987150123651,1766745607329
0,0.513987150123651,1766745607486
0,0.513987150123651,1766745607621
0,0.513987150123651,1766745607759
0,0.513987150123651,1766745607911
0,0.513987150123651,1766745608052
0,0.513987150123651,1766745608203
0,0.513987150123651,1766745608341
0,0.513987150123651,1766745608480
0,0.513987150123651,1766745608620
0,0.513987150123651,1766745608761
0,0.513987150123651,1766745608905
0,0.513987150123651,1766745609037
0,0.513987150123651,1766745609170
0,0.513987150123651,1766745609300
0,0.513987150123651,1766745609433
0,0.513987150123651,1766745609564
0,0.513987150123651,1766745609697
0,0.513987150123651,1766745609829
0,0.513987150123651,1766745609960
0,0.513987150123651,1766745610091
0,0.513987150123651,1766745610219
0,0.513987150123651,1766745610343
0,0.513987150123651,1766745610471
0,0.513987150123651,1766745610597
0,0.513987150123651,1766745610725
0,0.513987150123651,1766745610848
0,0.513987150123651,1766745610975
0,0.513987150123651,1766745611101
0,0.513987150123651,1766745611228
0,0.513987150123651,1766745611354
0,0.513987150123651,1766745611481
0,0.513987150123651,1766745611619
0,0.513987150123651,1766745611762
0,0.513987150123651,1766745611913
0,0.513987150123651,1766745612047
0,0.513987150123651,1766745612180
0,0.513987150123651,1766745612315
0,0.513987150123651,1766745612442
0,0.513987150123651,1766745612577
0,0.513987150123651,1766745612708
0,0.513987150123651,1766745612856
0,0.513987150123651,1766745612999
0,0.513987150123651,1766745613157
0,0.513987150123651,1766745613309
0,0.513987150123651,1766745613449
0,0.513987150123651,1766745613591
0,0.513987150123651,1766745613726
0,0.513987150123651,1766745613866
0,0.513987150123651,1766745614004
0,0.513987150123651,1766745614141
0,0.513987150123651,1766745614281
0,0.513987150123651,1766745614423
0,0.513987150123651,1766745614564
0,0.513987150123651,1766745614707
0,0.513987150123651,1766745614840
0,0.513987150123651,1766745614971
0,0.513987150123651,1766745615105
0,0.513987150123651,1766745615236
0,0.513987150123651,1766745615368
0,0.513987150123651,1766745615498
0,0.513987150123651,1766745615631
0,0.513987150123651,1766745615765
0,0.513987150123651,1766745615896
0,0.513987150123651,1766745616028
0,0.513987150123651,1766745616154
0,0.513987150123651,1766745616281
0,0.513987150123651,1766745616408
0,0.513987150123651,1766745616537
0,0.513987150123651,1766745616672
0,0.513987150123651,1766745616800
0,0.513987150123651,1766745616926
0,0.513987150123651,1766745617058
0,0.513987150123651,1766745617183
0,0.513987150123651,1766745617307
0,0.513987150123651,1766745617453
0,0.513987150123651,1766745617595
0,0.513987150123651,1766745617745
0,0.513987150123651,1766745617876
0,0.513987150123651,1766745618011
0,0.513987150123651,1766745618136
0,0.513987150123651,1766745618267
0,0.513987150123651,1766745618404
0,0.513987150123651,1766745618538
0,0.513987150123651,1766745618682
0,0.513987150123651,1766745618829
0,0.513987150123651,1766745618983
0,0.513987150123651,1766745619136
0,0.513987150123651,1766745619270
0,0.513987150123651,1766745619411
0,0.513987150123651,1766745619546
0,0.513987150123651,1766745619688
0,0.513987150123651,1766745619828
0,0.513987150123651,1766745619970
0,0.513987150123651,1766745620110
0,0.513987150123651,1766745620248
0,0.513987150123651,1766745620390
0,0.513987150123651,1766745620529
0,0.513987150123651,1766745620662
0,0.513987150123651,1766745620799
0,0.513987150123651,1766745620934
0,0.513987150123651,1766745621063
0,0.513987150123651,1766745621197
0,0.513987150123651,1766745621328
0,0.513987150123651,1766745621461
0,0.513987150123651,1766745621592
0,0.513987150123651,1766745621724
0,0.513987150123651,1766745621854
0,0.513987150123651,1766745621977
0,0.513987150123651,1766745622104
0,0.513987150123651,1766745622237
0,0.513987150123651,1766745622361
0,0.513987150123651,1766745622492
0,0.513987150123651,1766745622616
0,0.513987150123651,1766745622746
0,0.513987150123651,1766745622872
0,0.513987150123651,1766745622998
0,0.513987150123651,1766745623134
0,0.513987150123651,1766745623272
0,0.513987150123651,1766745623421
0,0.513987150123651,1766745623571
0,0.513987150123651,1766745623698
0,0.513987150123651,1766745623836
0,0.513987150123651,1766745623960
0,0.513987150123651,1766745624095
0,0.513987150123651,1766745624230
0,0.513987150123651,1766745624361
0,0.513987150123651,1766745624499
0,0.513987150123651,1766745624649
0,0.513987150123651,1766745624801
0,0.513987150123651,1766745624960
0,0.513987150123651,1766745625095
0,0.513987150123651,1766745625237
0,0.513987150123651,1766745625370
0,0.513987150123651,1766745625508
0,0.513987150123651,1766745625647
0,0.513987150123651,1766745625782
0,0.513987150123651,1766745625921
0,0.513987150123651,1766745626060
0,0.513987150123651,1766745626200
0,0.513987150123651,1766745626335
0,0.513987150123651,1766745626465
0,0.513987150123651,1766745626596
0,0.513987150123651,1766745626727
0,0.513987150123651,1766745626856
0,0.513987150123651,1766745626990
0,0.513987150123651,1766745627127
0,0.513987150123651,1766745627260
0,0.513987150123651,1766745627391
0,0.513987150123651,1766745627521
0,0.513987150123651,1766745627652
0,0.513987150123651,1766745627785
0,0.513987150123651,1766745627908
0,0.513987150123651,1766745628031
0,0.513987150123651,1766745628157
0,0.513987150123651,1766745628285
0,0.513987150123651,1766745628411
0,0.513987150123651,1766745628539
0,0.513987150123651,1766745628665
0,0.513987150123651,1766745628792
0,0.513987150123651,1766745628930
0,0.513987150123651,1766745629070
0,0.513987150123651,1766745629218
0,0.513987150123651,1766745629359
0,0.513987150123651,1766745629485
0,0.513987150123651,1766745629620
0,0.513987150123651,1766745629747
0,0.513987150123651,1766745629878
0,0.513987150123651,1766745630012
0,0.513987150123651,1766745630147
0,0.513987150123651,1766745630281
0,0.513987150123651,1766745630427
0,0.513987150123651,1766745630573
0,0.513987150123651,1766745630739
0,0.513987150123651,1766745630891
0,0.513987150123651,1766745631021
0,0.513987150123651,1766745631158
0,0.513987150123651,1766745631288
0,0.513987150123651,1766745631427
0,0.513987150123651,1766745631563
0,0.513987150123651,1766745631701
0,0.513987150123651,1766745631838
0,0.513987150123651,1766745631977
0,0.513987150123651,1766745632111
0,0.513987150123651,1766745632242
0,0.513987150123651,1766745632373
0,0.513987150123651,1766745632504
0,0.513987150123651,1766745632636
0,0.513987150123651,1766745632768
0,0.513987150123651,1766745632900
0,0.513987150123651,1766745633034
0,0.513987150123651,1766745633164
0,0.513987150123651,1766745633295
0,0.513987150123651,1766745633428
0,0.513987150123651,1766745633562
0,0.513987150123651,1766745633687
0,0.513987150123651,1766745633811
0,0.513987150123651,1766745633937
0,0.513987150123651,1766745634067
0,0.513987150123651,1766745634193
0,0.513987150123651,1766745634318
0,0.513987150123651,1766745634444
0,0.513987150123651,1766745634569
0,0.513987150123651,1766745634702
0,0.513987150123651,1766745634844
0,0.513987150123651,1766745634990
0,0.513987150123651,1766745635139
0,0.513987150123651,1766745635268
0,0.513987150123651,1766745635402
0,0.513987150123651,1766745635533
0,0.513987150123651,1766745635667
0,0.513987150123651,1766745635797
0,0.513987150123651,1766745635930
0,0.513987150123651,1766745636061
0,0.513987150123651,1766745636192
0,0.513987150123651,1766745636345
0,0.513987150123651,1766745636495
0,0.513987150123651,1766745636659
0,0.513987150123651,1766745636793
0,0.513987150123651,1766745636930
0,0.513987150123651,1766745637065
0,0.513987150123651,1766745637201
0,0.513987150123651,1766745637339
0,0.513987150123651,1766745637476
0,0.513987150123651,1766745637613
0,0.513987150123651,1766745637747
0,0.513987150123651,1766745637884
0,0.513987150123651,1766745638017
0,0.513987150123651,1766745638146
0,0.513987150123651,1766745638278
0,0.513987150123651,1766745638411
0,0.513987150123651,1766745638542
0,0.513987150123651,1766745638680
0,0.513987150123651,1766745638817
0,0.513987150123651,1766745638948
0,0.513987150123651,1766745639080
0,0.513987150123651,1766745639213
0,0.513987150123651,1766745639348
0,0.513987150123651,1766745639480
0,0.513987150123651,1766745639615
0,0.513987150123651,1766745639742
0,0.513987150123651,1766745639870
0,0.513987150123651,1766745639996
0,0.513987150123651,1766745640128
0,0.513987150123651,1766745640254
0,0.513987150123651,1766745640384
0,0.513987150123651,1766745640527
0,0.513987150123651,1766745640662
0,0.513987150123651,1766745640806
0,0.513987150123651,1766745640949
0,0.513987150123651,1766745641078
0,0.513987150123651,1766745641212
0,0.513987150123651,1766745641341
0,0.513987150123651,1766745641480
0,0.513987150123651,1766745641611
0,0.513987150123651,1766745641748
0,0.513987150123651,1766745641882
0,0.513987150123651,1766745642016
0,0.513987150123651,1766745642163
0,0.513987150123651,1766745642309
0,0.513987150123651,1766745642468
0,0.513987150123651,1766745642613
0,0.513987150123651,1766745642744
0,0.513987150123651,1766745642882
0,0.513987150123651,1766745643014
0,0.513987150123651,1766745643153
0,0.513987150123651,1766745643287
0,0.513987150123651,1766745643424
0,0.513987150123651,1766745643561
0,0.513987150123651,1766745643695
0,0.513987150123651,1766745643822
0,0.513987150123651,1766745643969
0,0.513987150123651,1766745644097
0,0.513987150123651,1766745644226
0,0.513987150123651,1766745644359
0,0.513987150123651,1766745644490
0,0.513987150123651,1766745644620
0,0.513987150123651,1766745644750
0,0.513987150123651,1766745644878
0,0.513987150123651,1766745645008
0,0.513987150123651,1766745645140
0,0.513987150123651,1766745645275
0,0.513987150123651,1766745645403
0,0.513987150123651,1766745645532
0,0.513987150123651,1766745645661
0,0.513987150123651,1766745645784
0,0.513987150123651,1766745645906
0,0.513987150123651,1766745646034
0,0.513987150123651,1766745646159
0,0.513987150123651,1766745646289
0,0.513987150123651,1766745646431
0,0.513987150123651,1766745646571
0,0.513987150123651,1766745646713
0,0.513987150123651,1766745646843
0,0.513987150123651,1766745646975
0,0.513987150123651,1766745647103
0,0.513987150123651,1766745647237
0,0.513987150123651,1766745647373
0,0.513987150123651,1766745647506
0,0.513987150123651,1766745647639
0,0.513987150123651,1766745647774
0,0.513987150123651,1766745647920
0,0.513987150123651,1766745648073
0,0.513987150123651,1766745648217
0,0.513987150123651,1766745648372
0,0.513987150123651,1766745648513
0,0.513987150123651,1766745648646
0,0.513987150123651,1766745648783
0,0.513987150123651,1766745648913
0,0.513987150123651,1766745649051
0,0.513987150123651,1766745649189
0,0.513987150123651,1766745649347
0,0.513987150123651,1766745649485
0,0.513987150123651,1766745649615
0,0.513987150123651,1766745649746
0,0.513987150123651,1766745649876
0,0.513987150123651,1766745650006
0,0.513987150123651,1766745650136
0,0.513987150123651,1766745650266
0,0.513987150123651,1766745650396
0,0.513987150123651,1766745650526
0,0.513987150123651,1766745650655
0,0.513987150123651,1766745650785
0,0.513987150123651,1766745650923
0,0.513987150123651,1766745651057
0,0.513987150123651,1766745651189
0,0.513987150123651,1766745651315
0,0.513987150123651,1766745651449
0,0.513987150123651,1766745651574
0,0.513987150123651,1766745651701
0,0.513987150123651,1766745651826
0,0.513987150123651,1766745651950
0,0.513987150123651,1766745652073
0,0.513987150123651,1766745652216
0,0.513987150123651,1766745652353
0,0.513987150123651,1766745652500
0,0.513987150123651,1766745652635
0,0.513987150123651,1766745652764
0,0.513987150123651,1766745652897
0,0.513987150123651,1766745653024
0,0.513987150123651,1766745653164
0,0.513987150123651,1766745653311
0,0.513987150123651,1766745653445
0,0.513987150123651,1766745653581
0,0.513987150123651,1766745653713
0,0.513987150123651,1766745653850
0,0.513987150123651,1766745654007
0,0.513987150123651,1766745654159
0,0.513987150123651,1766745654315
0,0.513987150123651,1766745654450
0,0.513987150123651,1766745654586
0,0.513987150123651,1766745654718
0,0.513987150123651,1766745654854
0,0.513987150123651,1766745654991
0,0.513987150123651,1766745655127
0,0.513987150123651,1766745655260
0,0.513987150123651,1766745655390
0,0.513987150123651,1766745655521
0,0.513987150123651,1766745655653
0,0.513987150123651,1766745655784
0,0.513987150123651,1766745655910
0,0.513987150123651,1766745656042
0,0.513987150123651,1766745656172
