cpu_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,4.8,1766822808648
0,3.4,1766822808927
0,2.6,1766822809069
0,3.7,1766822809211
0,2.7,1766822809381
0,3.6,1766822809536
0,3.2,1766822809688
0,4.9,1766822809867
0,4.5,1766822810029
0,4.9,1766822810188
0,4.3,1766822810351
0,5.0,1766822810517
0,4.7,1766822810668
0,5.1,1766822810847
0,4.6,1766822811017
0,4.8,1766822811166
1,5.3,1766822811320
1,5.5,1766822811476
1,5.1,1766822811638
1,5.9,1766822811787
1,5.4,1766822811942
1,5.7,1766822812092
1,5.4,1766822812241
1,5.7,1766822812391
1,5.2,1766822812541
1,5.6,1766822812705
1,5.3,1766822812864
1,5.1,1766822813053
1,5.2,1766822813216
1,4.9,1766822813372
1,5.2,1766822813528
1,4.6,1766822813714
2,5.0,1766822813877
2,5.3,1766822814047
2,5.8,1766822814202
2,5.0,1766822814356
2,6.8,1766822814509
2,4.9,1766822814673
2,5.2,1766822814831
2,4.8,1766822814976
2,5.4,1766822815135
2,5.3,1766822815283
2,5.5,1766822815458
2,5.1,1766822815619
2,6.0,1766822815793
2,5.1,1766822815952
2,5.3,1766822816111
2,4.7,1766822816269
3,5.6,1766822816430
3,4.6,1766822816584
3,5.3,1766822816761
3,5.2,1766822816908
3,5.5,1766822817065
3,5.2,1766822817205
3,5.3,1766822817368
3,4.8,1766822817529
3,5.3,1766822817697
3,5.2,1766822817854
3,5.8,1766822818015
3,5.0,1766822818176
3,5.1,1766822818329
3,5.3,1766822818482
3,5.1,1766822818647
3,5.1,1766822818829
4,5.2,1766822818986
4,5.1,1766822819145
4,5.4,1766822819311
4,5.7,1766822819467
4,4.8,1766822819626
4,5.2,1766822819778
4,4.9,1766822819926
4,5.7,1766822820071
4,4.6,1766822820228
4,4.1,1766822820389
4,4.0,1766822820536
4,4.2,1766822820691
4,3.9,1766822820831
4,3.9,1766822820994
4,3.9,1766822821135
4,4.9,1766822821299
