Loss,Context.TRAINING,None
0,2.3533153533935547,1766737722866
0,22.52379608154297,1766737723084
0,13.583645820617676,1766737723230
0,14.149763107299805,1766737723376
0,17.67379379272461,1766737723522
0,10.084081649780273,1766737723673
0,9.056819915771484,1766737723821
0,5.858096122741699,1766737723966
0,4.190611839294434,1766737724131
0,3.2469966411590576,1766737724293
0,3.007587432861328,1766737724458
0,2.2633399963378906,1766737724602
0,2.368252754211426,1766737724763
0,2.4048125743865967,1766737724919
0,2.7825634479522705,1766737725097
0,2.6181726455688477,1766737725248
0,2.4584901332855225,1766737725406
0,2.341228485107422,1766737725556
0,2.301598310470581,1766737725719
0,2.304133415222168,1766737725876
0,2.203312873840332,1766737726034
0,2.111605167388916,1766737726192
0,2.1894280910491943,1766737726350
0,2.057614803314209,1766737726510
0,2.0624091625213623,1766737726669
0,1.9926259517669678,1766737726826
0,1.9152612686157227,1766737726987
0,2.0679097175598145,1766737727144
0,2.0402181148529053,1766737727297
0,2.079869270324707,1766737727448
0,1.9898788928985596,1766737727602
0,1.7869693040847778,1766737727751
0,1.6970270872116089,1766737727897
0,1.99555504322052,1766737728039
0,2.1842446327209473,1766737728182
0,2.0631227493286133,1766737728326
0,1.9459998607635498,1766737728469
0,1.6291182041168213,1766737728610
0,1.6830494403839111,1766737728758
0,1.644262671470642,1766737728902
0,1.5772159099578857,1766737729048
0,1.7532694339752197,1766737729198
0,1.562289834022522,1766737729345
0,1.6017882823944092,1766737729491
0,1.541491985321045,1766737729640
0,1.5745949745178223,1766737729787
0,1.5644900798797607,1766737729947
0,1.5234826803207397,1766737730109
0,1.5590145587921143,1766737730293
0,1.3465713262557983,1766737730449
0,1.4206056594848633,1766737730616
0,1.4094624519348145,1766737730784
0,1.5314126014709473,1766737730955
0,1.4052178859710693,1766737731104
0,1.3318631649017334,1766737731258
0,1.2056005001068115,1766737731413
0,1.2785533666610718,1766737731569
0,1.5648961067199707,1766737731728
0,1.048424243927002,1766737731887
0,1.326037883758545,1766737732049
0,1.0238622426986694,1766737732209
0,0.9487826824188232,1766737732369
0,1.1539050340652466,1766737732531
0,1.303659200668335,1766737732689
1,1.4353030920028687,1766737732845
1,1.030278205871582,1766737733005
1,1.0512837171554565,1766737733158
1,1.1015315055847168,1766737733313
1,0.9215176701545715,1766737733464
1,1.0666728019714355,1766737733617
1,0.8209449052810669,1766737733758
1,0.7912695407867432,1766737733899
1,0.9207218885421753,1766737734042
1,1.1074132919311523,1766737734183
1,0.7134019136428833,1766737734325
1,1.1079457998275757,1766737734468
1,1.0178836584091187,1766737734613
1,0.9241756200790405,1766737734757
1,0.8617464303970337,1766737734902
1,0.9069936275482178,1766737735050
1,0.8161083459854126,1766737735197
1,0.7671586275100708,1766737735344
1,0.9196359515190125,1766737735492
1,0.680031955242157,1766737735640
1,1.142707109451294,1766737735795
1,0.7990336418151855,1766737735958
1,0.7306631803512573,1766737736130
1,0.7586942911148071,1766737736303
1,0.6667790412902832,1766737736469
1,0.4866982102394104,1766737736630
1,0.6848340034484863,1766737736786
1,0.39756301045417786,1766737736940
1,0.4967218041419983,1766737737091
1,0.7364713549613953,1766737737265
1,0.8616809844970703,1766737737423
1,0.627415657043457,1766737737581
1,0.5509375333786011,1766737737740
