Loss,Context.TRAINING,None
0,2.3608341217041016,1766698487374
0,3.7658395767211914,1766698488668
0,4.732969284057617,1766698489443
0,5.824833869934082,1766698490122
0,3.9752118587493896,1766698491166
0,2.8199706077575684,1766698492160
0,2.502544403076172,1766698492827
0,2.2328333854675293,1766698493753
0,2.341297149658203,1766698494774
0,2.1163289546966553,1766698495482
0,2.0898642539978027,1766698496479
0,1.8025407791137695,1766698497535
0,1.8842310905456543,1766698498162
0,1.7072365283966064,1766698498987
0,1.5225639343261719,1766698500175
0,1.4576022624969482,1766698500890
0,1.1982601881027222,1766698501734
0,1.6770960092544556,1766698502898
0,1.2275915145874023,1766698503555
0,1.1886100769042969,1766698504149
0,1.0365909337997437,1766698505385
0,0.8537176847457886,1766698506009
0,1.1322234869003296,1766698506529
0,0.8568751811981201,1766698507180
0,0.8890737295150757,1766698508110
0,1.0553969144821167,1766698508594
0,0.7599947452545166,1766698509128
0,0.8221997618675232,1766698509881
0,0.8981918096542358,1766698510882
0,0.880021333694458,1766698511490
0,0.8445185422897339,1766698512063
0,0.6438232064247131,1766698512976
0,0.2966909408569336,1766698513916
0,0.5498811602592468,1766698514629
0,0.5372946262359619,1766698515368
0,0.4972218871116638,1766698516448
0,0.5417956113815308,1766698516969
0,0.49843794107437134,1766698517558
0,0.6076164245605469,1766698518347
0,0.5012911558151245,1766698519141
0,0.6075823307037354,1766698519698
0,0.5841190814971924,1766698520245
0,0.6477395296096802,1766698521085
0,0.6704659461975098,1766698522053
0,0.34623533487319946,1766698522590
0,0.6039731502532959,1766698523094
0,0.30741798877716064,1766698523930
0,0.2883162200450897,1766698524587
0,0.3773348331451416,1766698525182
0,0.5884823203086853,1766698525986
0,0.7054522037506104,1766698526897
0,0.42782455682754517,1766698527556
0,0.4651641547679901,1766698528234
0,0.2912280559539795,1766698529164
0,0.3008389472961426,1766698529972
0,0.3689039945602417,1766698530569
0,0.22581204771995544,1766698531311
0,0.46715623140335083,1766698532248
0,0.5380333065986633,1766698532875
0,0.588750422000885,1766698533641
0,0.19240334630012512,1766698534708
0,0.1824949085712433,1766698535417
0,0.410541832447052,1766698536211
0,0.36222362518310547,1766698537398
