cpu_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,3.1,1766737189824
0,3.5,1766737190043
0,3.4,1766737190181
0,3.2,1766737190313
0,3.3,1766737190449
0,3.4,1766737190587
0,3.3,1766737190725
0,3.3,1766737190858
0,3.3,1766737190997
0,3.4,1766737191129
0,3.3,1766737191265
0,3.4,1766737191399
0,3.4,1766737191535
0,3.3,1766737191719
0,3.6,1766737191871
0,2.9,1766737192015
1,3.3,1766737192143
1,3.4,1766737192275
1,3.1,1766737192400
1,3.3,1766737192523
1,3.4,1766737192656
1,3.3,1766737192789
1,3.3,1766737192925
1,3.3,1766737193057
1,3.4,1766737193193
1,3.2,1766737193332
1,3.3,1766737193472
1,3.4,1766737193609
1,3.2,1766737193745
1,3.5,1766737193879
1,3.3,1766737194012
1,3.4,1766737194144
2,3.2,1766737194279
2,3.3,1766737194426
2,3.4,1766737194575
2,3.4,1766737194725
2,2.8,1766737194865
2,3.4,1766737194989
2,3.2,1766737195117
2,3.3,1766737195244
2,3.3,1766737195375
2,3.3,1766737195510
2,3.2,1766737195642
2,3.4,1766737195772
2,3.4,1766737195906
2,3.3,1766737196040
2,3.5,1766737196175
2,3.2,1766737196310
3,3.3,1766737196445
3,3.4,1766737196579
3,3.4,1766737196717
3,3.2,1766737196848
3,3.3,1766737196982
3,3.3,1766737197117
3,4.3,1766737197265
3,3.5,1766737197416
3,4.4,1766737197564
3,3.0,1766737197713
3,3.0,1766737197851
3,3.3,1766737197976
3,3.3,1766737198106
3,3.3,1766737198230
3,3.4,1766737198369
3,3.3,1766737198508
4,3.2,1766737198637
4,3.2,1766737198769
4,3.3,1766737198900
4,3.2,1766737199040
4,3.3,1766737199177
4,3.3,1766737199314
4,3.4,1766737199450
4,3.3,1766737199583
4,3.4,1766737199717
4,3.3,1766737199856
4,3.3,1766737199988
4,3.3,1766737200134
4,3.4,1766737200280
4,3.3,1766737200436
4,2.8,1766737200579
4,3.3,1766737200704
5,3.2,1766737200836
5,3.4,1766737200961
5,3.4,1766737201095
5,3.3,1766737201231
5,3.2,1766737201366
5,3.5,1766737201499
5,3.4,1766737201632
5,3.2,1766737201764
5,3.4,1766737201900
5,3.3,1766737202041
5,3.4,1766737202184
5,3.2,1766737202317
5,3.4,1766737202455
5,3.3,1766737202586
5,3.4,1766737202720
5,3.5,1766737202857
6,3.4,1766737202995
6,3.3,1766737203140
6,3.4,1766737203284
6,3.1,1766737203432
6,2.9,1766737203581
6,3.2,1766737203705
6,3.4,1766737203835
6,3.3,1766737203961
6,3.3,1766737204093
6,3.4,1766737204227
6,3.2,1766737204361
6,3.4,1766737204492
6,3.2,1766737204625
6,3.3,1766737204764
6,3.4,1766737204900
6,3.3,1766737205036
