gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766848395774
0,0.0,1766848396627
0,0.0,1766848397171
0,0.0,1766848397640
0,0.0,1766848398141
0,0.0,1766848398632
0,0.0,1766848399109
0,0.0,1766848399679
0,0.0,1766848400240
0,0.0,1766848400779
0,0.0,1766848401246
0,0.0,1766848401803
0,0.0,1766848402353
0,0.0,1766848402854
0,0.0,1766848403371
0,0.0,1766848403926
0,0.0,1766848404447
0,0.0,1766848404921
0,0.0,1766848405400
0,0.0,1766848406150
0,0.0,1766848406601
0,0.0,1766848407099
0,0.0,1766848407693
0,0.0,1766848408303
0,0.0,1766848408818
0,0.0,1766848409365
0,0.0,1766848409901
0,0.0,1766848410545
0,0.0,1766848411045
0,0.0,1766848411486
0,0.0,1766848412038
0,0.0,1766848412521
0,0.0,1766848412998
0,0.0,1766848413667
0,0.0,1766848414166
0,0.0,1766848414641
0,0.0,1766848415253
0,0.0,1766848415726
0,0.0,1766848416270
0,0.0,1766848416816
0,0.0,1766848417337
0,0.0,1766848417823
0,0.0,1766848418382
0,0.0,1766848418877
0,0.0,1766848419408
0,0.0,1766848419935
0,0.0,1766848420495
0,0.0,1766848420978
0,0.0,1766848421507
0,0.0,1766848422039
0,0.0,1766848422564
0,0.0,1766848423079
0,0.0,1766848423655
0,0.0,1766848424135
0,0.0,1766848424670
0,0.0,1766848425218
0,0.0,1766848425699
0,0.0,1766848426206
0,0.0,1766848426711
0,0.0,1766848427206
0,0.0,1766848427704
0,0.0,1766848428248
0,0.0,1766848428722
0,0.0,1766848429336
0,0.0,1766848429890
0,0.0,1766848430409
0,0.0,1766848430898
0,0.0,1766848431528
0,0.0,1766848432063
0,0.0,1766848432608
0,0.0,1766848433164
0,0.0,1766848433737
0,0.0,1766848434312
0,0.0,1766848434817
0,0.0,1766848435328
0,0.0,1766848435855
0,0.0,1766848436436
0,0.0,1766848436908
0,0.0,1766848437458
0,0.0,1766848437928
0,0.0,1766848438544
0,0.0,1766848439049
0,0.0,1766848439530
0,0.0,1766848440126
0,0.0,1766848440636
0,0.0,1766848441207
0,0.0,1766848441805
0,0.0,1766848442283
0,0.0,1766848442825
0,0.0,1766848443392
0,0.0,1766848443991
0,0.0,1766848444550
0,0.0,1766848445122
0,0.0,1766848445588
0,0.0,1766848446181
0,0.0,1766848446659
0,0.0,1766848447136
0,0.0,1766848447664
0,0.0,1766848448227
0,0.0,1766848448702
0,0.0,1766848449227
0,0.0,1766848449758
0,0.0,1766848450290
0,0.0,1766848450788
0,0.0,1766848451262
0,0.0,1766848451880
0,0.0,1766848452366
0,0.0,1766848453045
0,0.0,1766848453517
0,0.0,1766848454043
0,0.0,1766848454618
0,0.0,1766848455098
0,0.0,1766848455600
0,0.0,1766848456139
0,0.0,1766848456624
0,0.0,1766848457112
0,0.0,1766848457623
0,0.0,1766848458162
0,0.0,1766848458684
0,0.0,1766848459169
0,0.0,1766848459669
0,0.0,1766848460344
0,0.0,1766848460824
0,0.0,1766848461328
0,0.0,1766848461990
0,0.0,1766848462609
0,0.0,1766848463076
0,0.0,1766848463623
0,0.0,1766848464206
0,0.0,1766848464727
0,0.0,1766848465227
0,0.0,1766848465736
0,0.0,1766848466278
0,0.0,1766848466794
0,0.0,1766848467265
0,0.0,1766848467791
0,0.0,1766848468407
0,0.0,1766848468892
0,0.0,1766848469388
0,0.0,1766848469975
0,0.0,1766848470446
0,0.0,1766848470968
0,0.0,1766848471505
0,0.0,1766848472054
0,0.0,1766848472547
0,0.0,1766848473051
0,0.0,1766848473616
0,0.0,1766848474107
0,0.0,1766848474573
0,0.0,1766848475108
0,0.0,1766848475601
0,0.0,1766848476094
0,0.0,1766848476603
0,0.0,1766848477116
0,0.0,1766848477674
0,0.0,1766848478204
0,0.0,1766848478674
0,0.0,1766848479174
0,0.0,1766848479861
0,0.0,1766848480327
0,0.0,1766848480834
0,0.0,1766848481342
0,0.0,1766848481868
0,0.0,1766848482395
0,0.0,1766848482904
0,0.0,1766848483393
0,0.0,1766848483960
0,0.0,1766848484546
0,0.0,1766848485028
0,0.0,1766848485546
0,0.0,1766848486071
0,0.0,1766848486679
0,0.0,1766848487192
0,0.0,1766848487685
0,0.0,1766848488224
0,0.0,1766848488705
0,0.0,1766848489261
0,0.0,1766848489745
0,0.0,1766848490354
0,0.0,1766848490843
0,0.0,1766848491335
0,0.0,1766848491918
0,0.0,1766848492530
0,0.0,1766848493028
0,0.0,1766848493598
0,0.0,1766848494154
0,0.0,1766848494629
0,0.0,1766848495208
0,0.0,1766848495770
0,0.0,1766848496280
0,0.0,1766848496777
0,0.0,1766848497309
0,0.0,1766848497788
0,0.0,1766848498406
0,0.0,1766848498971
0,0.0,1766848499545
0,0.0,1766848500155
0,0.0,1766848500646
0,0.0,1766848501196
0,0.0,1766848501709
0,0.0,1766848502226
0,0.0,1766848502693
0,0.0,1766848503210
0,0.0,1766848503744
0,0.0,1766848504343
0,0.0,1766848504943
0,0.0,1766848505500
0,0.0,1766848505985
0,0.0,1766848506509
0,0.0,1766848507052
0,0.0,1766848507551
