gpu_power_usage,Context.TRAINING,LoggingItemKind.SYSTEM_METRIC
0,0.0,1766868053545
0,0.0,1766868054389
0,0.0,1766868055119
0,0.0,1766868055850
0,0.0,1766868056593
0,0.0,1766868057331
0,0.0,1766868058085
0,0.0,1766868058835
0,0.0,1766868059598
0,0.0,1766868060379
0,0.0,1766868061142
0,0.0,1766868061905
0,0.0,1766868062641
0,0.0,1766868063425
0,0.0,1766868064311
0,0.0,1766868065035
0,0.0,1766868065769
0,0.0,1766868066532
0,0.0,1766868067261
0,0.0,1766868068049
0,0.0,1766868068798
0,0.0,1766868069558
0,0.0,1766868070453
0,0.0,1766868071173
0,0.0,1766868071937
0,0.0,1766868072664
0,0.0,1766868073419
0,0.0,1766868074156
0,0.0,1766868074906
0,0.0,1766868075643
0,0.0,1766868076361
0,0.0,1766868077087
0,0.0,1766868077809
0,0.0,1766868078537
0,0.0,1766868079303
0,0.0,1766868080021
0,0.0,1766868080769
0,0.0,1766868081550
0,0.0,1766868082294
0,0.0,1766868083098
0,0.0,1766868083833
0,0.0,1766868084555
0,0.0,1766868085323
0,0.0,1766868086066
0,0.0,1766868086837
0,0.0,1766868087597
0,0.0,1766868088382
0,0.0,1766868089187
0,0.0,1766868090061
0,0.0,1766868090773
0,0.0,1766868091522
0,0.0,1766868092286
0,0.0,1766868093022
0,0.0,1766868093771
0,0.0,1766868094546
0,0.0,1766868095306
0,0.0,1766868096056
0,0.0,1766868096814
0,0.0,1766868097578
0,0.0,1766868098331
0,0.0,1766868099095
0,0.0,1766868099829
0,0.0,1766868100585
0,0.0,1766868101360
0,0.0,1766868102183
0,0.0,1766868102934
0,0.0,1766868103671
0,0.0,1766868104433
0,0.0,1766868105194
0,0.0,1766868105999
0,0.0,1766868106761
0,0.0,1766868107500
0,0.0,1766868108285
0,0.0,1766868109102
0,0.0,1766868109875
0,0.0,1766868110610
0,0.0,1766868111360
0,0.0,1766868112111
0,0.0,1766868112859
0,0.0,1766868113625
0,0.0,1766868114392
0,0.0,1766868115146
0,0.0,1766868115913
0,0.0,1766868116741
0,0.0,1766868117487
0,0.0,1766868118243
0,0.0,1766868119015
0,0.0,1766868119791
0,0.0,1766868120535
0,0.0,1766868121250
0,0.0,1766868122038
0,0.0,1766868122785
0,0.0,1766868123511
0,0.0,1766868124272
0,0.0,1766868124999
0,0.0,1766868125767
0,0.0,1766868126522
0,0.0,1766868127271
0,0.0,1766868128040
0,0.0,1766868128879
0,0.0,1766868129602
0,0.0,1766868130349
0,0.0,1766868131091
0,0.0,1766868131836
0,0.0,1766868132588
0,0.0,1766868133329
0,0.0,1766868134083
0,0.0,1766868134817
0,0.0,1766868135541
0,0.0,1766868136265
0,0.0,1766868137032
0,0.0,1766868137786
0,0.0,1766868138528
0,0.0,1766868139285
0,0.0,1766868140003
0,0.0,1766868140833
0,0.0,1766868141579
0,0.0,1766868142337
0,0.0,1766868143068
0,0.0,1766868143818
0,0.0,1766868144594
0,0.0,1766868145340
0,0.0,1766868146095
0,0.0,1766868146836
0,0.0,1766868147746
0,0.0,1766868148514
0,0.0,1766868149272
0,0.0,1766868150030
0,0.0,1766868150783
0,0.0,1766868151539
0,0.0,1766868152299
0,0.0,1766868153023
0,0.0,1766868153771
0,0.0,1766868154506
0,0.0,1766868155234
0,0.0,1766868155981
0,0.0,1766868156702
0,0.0,1766868157460
0,0.0,1766868158182
0,0.0,1766868158936
0,0.0,1766868159737
0,0.0,1766868160458
0,0.0,1766868161215
0,0.0,1766868161962
0,0.0,1766868162747
0,0.0,1766868163525
0,0.0,1766868164274
0,0.0,1766868165054
0,0.0,1766868165802
0,0.0,1766868166636
0,0.0,1766868167387
0,0.0,1766868168108
0,0.0,1766868168869
0,0.0,1766868169631
0,0.0,1766868170419
0,0.0,1766868171160
0,0.0,1766868171883
0,0.0,1766868172731
0,0.0,1766868173498
0,0.0,1766868174248
0,0.0,1766868174977
0,0.0,1766868175727
0,0.0,1766868176471
0,0.0,1766868177216
0,0.0,1766868178018
0,0.0,1766868178764
0,0.0,1766868179562
0,0.0,1766868180306
0,0.0,1766868181024
0,0.0,1766868181737
0,0.0,1766868182470
0,0.0,1766868183243
0,0.0,1766868184007
0,0.0,1766868184773
0,0.0,1766868185530
0,0.0,1766868186335
0,0.0,1766868187055
0,0.0,1766868187810
0,0.0,1766868188541
0,0.0,1766868189284
0,0.0,1766868190022
0,0.0,1766868190769
0,0.0,1766868191514
0,0.0,1766868192266
0,0.0,1766868193015
0,0.0,1766868193786
0,0.0,1766868194508
0,0.0,1766868195247
0,0.0,1766868195954
0,0.0,1766868196678
0,0.0,1766868197413
0,0.0,1766868198220
0,0.0,1766868198986
0,0.0,1766868199704
0,0.0,1766868200462
0,0.0,1766868201177
0,0.0,1766868201927
0,0.0,1766868202691
0,0.0,1766868203424
0,0.0,1766868204190
0,0.0,1766868205025
0,0.0,1766868205786
0,0.0,1766868206544
0,0.0,1766868207343
0,0.0,1766868208091
0,0.0,1766868208852
0,0.0,1766868209599
0,0.0,1766868210332
0,0.0,1766868211052
0,0.0,1766868211797
0,0.0,1766868212544
0,0.0,1766868213265
0,0.0,1766868214024
0,0.0,1766868214851
0,0.0,1766868215654
0,0.0,1766868216375
0,0.0,1766868217203
0,0.0,1766868217989
0,0.0,1766868218716
0,0.0,1766868219455
0,0.0,1766868220164
0,0.0,1766868220925
0,0.0,1766868221674
0,0.0,1766868222449
0,0.0,1766868223206
0,0.0,1766868224018
0,0.0,1766868224765
0,0.0,1766868225519
0,0.0,1766868226339
0,0.0,1766868227092
0,0.0,1766868227876
0,0.0,1766868228649
0,0.0,1766868229393
0,0.0,1766868230137
0,0.0,1766868230515
